CaseID,Activity,Duration,Duration Float,Time to conclusion,Passed Time,Step
Case 3885,Take in charge ticket,0 days 00:00:11,0.0001,37.0017,37.0014,2
Case 3885,Resolve ticket,0 days 00:00:24,0.0003,37.0014,37.0017,3
Case 3885,Closed,37 days 00:02:03,37.0014,-0.0,37.0018,4
Case 910,Assign seriousness,0 days 00:00:00,0.0,32.875,0.0,1
Case 910,Take in charge ticket,0 days 01:09:32,0.0483,32.8267,30.0002,2
Case 910,Resolve ticket,2 days 19:50:08,2.8265,30.0002,32.8267,3
Case 910,Closed,30 days 00:00:21,30.0002,0.0,32.875,4
Case 73,Assign seriousness,0 days 00:00:00,0.0,37.9996,0.0,1
Case 73,Resolve ticket,0 days 00:00:47,0.0005,37.9991,37.9991,2
Case 73,Closed,37 days 23:58:38,37.9991,0.0,37.9996,3
Case 2534,Assign seriousness,0 days 00:00:00,0.0,36.0043,0.0,1
Case 2534,Take in charge ticket,0 days 01:34:19,0.0655,35.9388,30.1457,2
Case 2534,Resolve ticket,5 days 19:02:01,5.7931,30.1457,35.9388,3
Case 2534,Closed,30 days 03:29:52,30.1457,0.0,36.0043,4
Case 1102,Assign seriousness,0 days 00:00:00,0.0,38.0041,0.0,1
Case 1102,Take in charge ticket,0 days 02:09:26,0.0899,37.9142,31.0955,2
Case 1102,Resolve ticket,6 days 19:38:54,6.8187,31.0955,37.9142,3
Case 1102,Closed,31 days 02:17:31,31.0955,0.0,38.0041,4
Case 533,Assign seriousness,0 days 00:00:00,0.0,37.0556,-0.0,1
Case 533,Take in charge ticket,0 days 00:51:30,0.0358,37.0198,30.0003,2
Case 533,Resolve ticket,7 days 00:28:05,7.0195,30.0003,37.0198,3
Case 533,Closed,30 days 00:00:27,30.0003,-0.0,37.0556,4
Case 829,Assign seriousness,0 days 00:00:00,0.0,38.0047,0.0,1
Case 829,Take in charge ticket,0 days 00:49:55,0.0347,37.97,36.1063,2
Case 829,Resolve ticket,1 days 20:43:46,1.8637,36.1063,37.97,3
Case 829,Closed,36 days 02:33:07,36.1063,0.0,38.0047,4
Case 2474,Assign seriousness,0 days 00:00:00,0.0,38.0073,0.0,1
Case 2474,Take in charge ticket,1 days 23:11:51,1.9666,36.0407,35.0192,2
Case 2474,Resolve ticket,1 days 00:30:54,1.0215,35.0192,36.0407,3
Case 2474,Closed,35 days 00:27:36,35.0192,0.0,38.0073,4
Case 3413,Assign seriousness,0 days 00:00:00,0.0,38.784,0.0,1
Case 3413,Take in charge ticket,0 days 01:11:21,0.0495,38.7345,33.0732,2
Case 3413,Wait,2 days 21:08:27,2.8809,35.8536,35.8536,3
Case 3413,Resolve ticket,2 days 18:43:45,2.7804,33.0732,38.7345,4
Case 3413,Closed,33 days 01:45:21,33.0732,0.0,38.784,5
Case 1112,Assign seriousness,0 days 00:00:00,0.0,51.9968,0.0,1
Case 1112,Take in charge ticket,1 days 17:39:49,1.736,50.2608,15.0001,2
Case 1112,Wait,20 days 06:43:49,20.2804,29.9804,29.9804,3
Case 1112,Resolve ticket,14 days 23:31:39,14.9803,15.0001,50.2608,4
Case 1112,Closed,15 days 00:00:11,15.0001,0.0,51.9968,5
Case 1466,Assign seriousness,0 days 00:00:00,0.0,44.0044,0.0,1
Case 1466,Take in charge ticket,1 days 17:38:01,1.7347,42.2697,41.2678,2
Case 1466,Resolve ticket,1 days 00:02:44,1.0019,41.2678,42.2697,3
Case 1466,Closed,41 days 06:25:36,41.2678,0.0,44.0044,4
Case 1587,Assign seriousness,0 days 00:00:00,0.0,41.7601,0.0,1
Case 1587,Take in charge ticket,1 days 21:28:35,1.8948,39.8653,15.0002,2
Case 1587,Wait,12 days 03:41:17,12.1537,27.7116,27.7116,3
Case 1587,Resolve ticket,12 days 17:04:24,12.7114,15.0002,39.8653,4
Case 1587,Closed,15 days 00:00:15,15.0002,0.0,41.7601,5
Case 2167,Assign seriousness,0 days 00:00:00,0.0,42.9297,-0.0,1
Case 2167,Take in charge ticket,0 days 00:00:18,0.0002,42.9295,15.0002,2
Case 2167,Resolve ticket,27 days 22:18:08,27.9293,15.0002,42.9295,3
Case 2167,Closed,15 days 00:00:15,15.0002,-0.0,42.9297,4
Case 2791,Assign seriousness,0 days 00:00:00,0.0,37.9342,0.0,1
Case 2791,Take in charge ticket,22 days 22:16:13,22.9279,15.0063,15.0002,2
Case 2791,Resolve ticket,0 days 00:08:50,0.0061,15.0002,15.0063,3
Case 2791,Closed,15 days 00:00:17,15.0002,0.0,37.9342,4
Case 1787,Assign seriousness,0 days 00:00:00,0.0,37.9322,-0.0,1
Case 1787,Take in charge ticket,5 days 16:53:11,5.7036,32.2286,15.0001,2
Case 1787,Wait,9 days 22:23:40,9.9331,22.2955,22.2955,3
Case 1787,Resolve ticket,7 days 07:05:26,7.2954,15.0001,32.2286,4
Case 1787,Closed,15 days 00:00:11,15.0001,-0.0,37.9322,5
Case 4469,Assign seriousness,0 days 00:00:00,0.0,38.0033,0.0,1
Case 4469,Take in charge ticket,0 days 00:00:14,0.0002,38.0031,37.9827,2
Case 4469,Resolve ticket,0 days 00:29:23,0.0204,37.9827,38.0031,3
Case 4469,Closed,37 days 23:35:05,37.9827,0.0,38.0033,4
Case 3880,Assign seriousness,0 days 00:00:00,0.0,38.0071,0.0,1
Case 3880,Resolve ticket,0 days 00:01:02,0.0007,38.0064,38.0064,2
Case 3880,Closed,38 days 00:09:14,38.0064,0.0,38.0071,3
Case 292,Assign seriousness,0 days 00:00:00,0.0,35.0023,0.0,1
Case 292,Take in charge ticket,0 days 00:01:55,0.0013,35.001,35.0008,2
Case 292,Resolve ticket,0 days 00:00:18,0.0002,35.0008,35.001,3
Case 292,Closed,35 days 00:01:06,35.0008,0.0,35.0023,4
Case 2074,Assign seriousness,0 days 00:00:00,0.0,44.001,0.0,1
Case 2074,Take in charge ticket,0 days 03:58:41,0.1658,43.8352,43.8313,2
Case 2074,Resolve ticket,0 days 00:05:38,0.0039,43.8313,43.8352,3
Case 2074,Closed,43 days 19:57:03,43.8313,0.0,44.001,4
Case 3095,Assign seriousness,0 days 00:00:00,0.0,36.0064,0.0,1
Case 3095,Take in charge ticket,0 days 06:04:02,0.2528,35.7536,35.7495,2
Case 3095,Resolve ticket,0 days 00:05:55,0.0041,35.7495,35.7536,3
Case 3095,Closed,35 days 17:59:17,35.7495,0.0,36.0064,4
Case 954,Assign seriousness,0 days 00:00:00,0.0,44.0055,0.0,1
Case 954,Take in charge ticket,0 days 22:10:12,0.9238,43.0817,43.0798,2
Case 954,Resolve ticket,0 days 00:02:42,0.0019,43.0798,43.0817,3
Case 954,Closed,43 days 01:54:56,43.0798,0.0,44.0055,4
Case 3844,Assign seriousness,0 days 00:00:00,0.0,36.0044,0.0,1
Case 3844,Take in charge ticket,0 days 03:44:59,0.1562,35.8482,35.8429,2
Case 3844,Resolve ticket,0 days 00:07:36,0.0053,35.8429,35.8482,3
Case 3844,Closed,35 days 20:13:47,35.8429,0.0,36.0044,4
Case 2847,Assign seriousness,0 days 00:00:00,0.0,34.0076,0.0,1
Case 2847,Take in charge ticket,0 days 00:04:13,0.0029,34.0047,32.8588,2
Case 2847,Resolve ticket,1 days 03:30:06,1.1459,32.8588,34.0047,3
Case 2847,Closed,32 days 20:36:44,32.8588,0.0,34.0076,4
Case 1101,Assign seriousness,0 days 00:00:00,0.0,38.235,0.0,1
Case 1101,Take in charge ticket,0 days 00:02:05,0.0014,38.2336,30.0003,2
Case 1101,Resolve ticket,8 days 05:35:59,8.2333,30.0003,38.2336,3
Case 1101,Closed,30 days 00:00:24,30.0003,0.0,38.235,4
Case 1791,Assign seriousness,0 days 00:00:00,0.0,40.2609,0.0,1
Case 1791,Take in charge ticket,11 days 03:19:48,11.1388,29.1221,15.0002,2
Case 1791,Resolve ticket,14 days 02:55:32,14.1219,15.0002,29.1221,3
Case 1791,Closed,15 days 00:00:15,15.0002,0.0,40.2609,4
Case 80,Assign seriousness,0 days 00:00:00,0.0,38.0356,0.0,1
Case 80,Take in charge ticket,1 days 02:49:17,1.1176,36.918,30.0003,2
Case 80,Resolve ticket,6 days 22:01:33,6.9177,30.0003,36.918,3
Case 80,Closed,30 days 00:00:25,30.0003,0.0,38.0356,4
Case 242,Assign seriousness,0 days 00:00:00,0.0,35.2101,-0.0,1
Case 242,Take in charge ticket,20 days 04:58:45,20.2075,15.0026,15.0001,2
Case 242,Resolve ticket,0 days 00:03:37,0.0025,15.0001,15.0026,3
Case 242,Closed,15 days 00:00:12,15.0001,-0.0,35.2101,4
Case 4355,Assign seriousness,0 days 00:00:00,0.0,35.006,0.0,1
Case 4355,Take in charge ticket,0 days 01:22:59,0.0576,34.9484,34.9459,2
Case 4355,Resolve ticket,0 days 00:03:33,0.0025,34.9459,34.9484,3
Case 4355,Closed,34 days 22:42:10,34.9459,0.0,35.006,4
Case 211,Assign seriousness,0 days 00:00:00,0.0,37.0052,0.0,1
Case 211,Resolve ticket,1 days 02:53:16,1.1203,35.8849,35.8849,2
Case 211,Closed,35 days 21:14:18,35.8849,0.0,37.0052,3
Case 3341,Assign seriousness,0 days 00:00:00,0.0,41.1225,0.0,1
Case 3341,Take in charge ticket,10 days 22:16:59,10.9285,30.194,30.0002,2
Case 3341,Resolve ticket,0 days 04:39:02,0.1938,30.0002,30.194,3
Case 3341,Closed,30 days 00:00:21,30.0002,0.0,41.1225,4
Case 3738,Assign seriousness,0 days 00:00:00,0.0,30.8872,0.0,1
Case 3738,Take in charge ticket,0 days 20:31:27,0.8552,30.032,30.0002,2
Case 3738,Resolve ticket,0 days 00:45:48,0.0318,30.0002,30.032,3
Case 3738,Closed,30 days 00:00:17,30.0002,0.0,30.8872,4
Case 3002,Assign seriousness,0 days 00:00:00,0.0,38.0056,0.0,1
Case 3002,Take in charge ticket,0 days 00:11:03,0.0077,37.9979,37.9677,2
Case 3002,Resolve ticket,0 days 00:43:33,0.0302,37.9677,37.9979,3
Case 3002,Closed,37 days 23:13:33,37.9677,0.0,38.0056,4
Case 4248,Assign seriousness,0 days 00:00:00,0.0,38.0042,0.0,1
Case 4248,Resolve ticket,0 days 00:00:28,0.0003,38.0039,38.0039,2
Case 4248,Closed,38 days 00:05:36,38.0039,0.0,38.0042,3
Case 2227,Assign seriousness,0 days 00:00:00,0.0,41.0464,0.0,1
Case 2227,Resolve ticket,11 days 01:06:23,11.0461,30.0003,30.0003,2
Case 2227,Closed,30 days 00:00:22,30.0003,0.0,41.0464,3
Case 2634,Assign seriousness,0 days 00:00:00,0.0,37.0028,0.0,1
Case 2634,Take in charge ticket,0 days 16:19:01,0.6799,36.3229,36.0496,2
Case 2634,Resolve ticket,0 days 06:33:31,0.2733,36.0496,36.3229,3
Case 2634,Closed,36 days 01:11:23,36.0496,0.0,37.0028,4
Case 397,Assign seriousness,0 days 00:00:00,0.0,30.7986,0.0,1
Case 397,Take in charge ticket,0 days 16:04:06,0.6695,30.1291,30.1237,2
Case 397,Resolve ticket,0 days 00:07:46,0.0054,30.1237,30.1291,3
Case 397,Closed,30 days 02:58:04,30.1237,0.0,30.7986,4
Case 3416,Assign seriousness,0 days 00:00:00,0.0,37.9815,-0.0,1
Case 3416,Resolve ticket,7 days 23:32:54,7.9812,30.0003,30.0003,2
Case 3416,Closed,30 days 00:00:26,30.0003,-0.0,37.9815,3
Case 2390,Assign seriousness,0 days 00:00:00,0.0,39.8705,0.0,1
Case 2390,Take in charge ticket,20 days 00:03:51,20.0027,19.8678,15.0001,2
Case 2390,Resolve ticket,4 days 20:49:28,4.8677,15.0001,19.8678,3
Case 2390,Closed,15 days 00:00:12,15.0001,0.0,39.8705,4
Case 427,Assign seriousness,0 days 00:00:00,0.0,35.0017,-0.0,1
Case 427,Take in charge ticket,0 days 00:02:22,0.0016,35.0001,34.9998,2
Case 427,Resolve ticket,0 days 00:00:25,0.0003,34.9998,35.0001,3
Case 427,Closed,34 days 23:59:39,34.9998,-0.0,35.0017,4
Case 4371,Assign seriousness,0 days 00:00:00,0.0,37.0008,0.0,1
Case 4371,Resolve ticket,0 days 00:00:32,0.0004,37.0004,37.0004,2
Case 4371,Closed,37 days 00:00:31,37.0004,0.0,37.0008,3
Case 4422,Assign seriousness,0 days 00:00:00,0.0,36.0061,-0.0,1
Case 4422,Take in charge ticket,0 days 00:00:10,0.0001,36.006,35.9993,2
Case 4422,Resolve ticket,0 days 00:09:35,0.0067,35.9993,36.006,3
Case 4422,Closed,35 days 23:59:01,35.9993,-0.0,36.0061,4
Case 4269,Assign seriousness,0 days 00:00:00,0.0,34.2202,-0.0,1
Case 4269,Take in charge ticket,0 days 02:38:50,0.1103,34.1099,30.0003,2
Case 4269,Wait,3 days 18:19:59,3.7639,30.346,30.346,3
Case 4269,Resolve ticket,0 days 08:17:45,0.3457,30.0003,34.1099,4
Case 4269,Closed,30 days 00:00:22,30.0003,-0.0,34.2202,5
Case 2187,Assign seriousness,0 days 00:00:00,0.0,42.847,0.0,1
Case 2187,Take in charge ticket,12 days 20:04:58,12.8368,30.0102,30.0003,2
Case 2187,Resolve ticket,0 days 00:14:17,0.0099,30.0003,30.0102,3
Case 2187,Closed,30 days 00:00:28,30.0003,0.0,42.847,4
Case 3182,Assign seriousness,0 days 00:00:00,0.0,33.0524,0.0,1
Case 3182,Take in charge ticket,17 days 01:48:44,17.0755,15.9769,15.0002,2
Case 3182,Wait,0 days 00:50:48,0.0353,15.9416,15.9416,3
Case 3182,Resolve ticket,0 days 22:35:37,0.9414,15.0002,15.9769,4
Case 3182,Closed,15 days 00:00:19,15.0002,0.0,33.0524,5
Case 4030,Assign seriousness,0 days 00:00:00,0.0,32.797,0.0,1
Case 4030,Take in charge ticket,0 days 00:20:16,0.0141,32.7829,32.7817,2
Case 4030,Resolve ticket,0 days 00:01:44,0.0012,32.7817,32.7829,3
Case 4030,Closed,32 days 18:45:38,32.7817,0.0,32.797,4
Case 3428,Assign seriousness,0 days 00:00:00,0.0,38.9248,-0.0,1
Case 3428,Take in charge ticket,2 days 20:32:42,2.856,36.0688,15.0002,2
Case 3428,Resolve ticket,21 days 01:38:47,21.0686,15.0002,36.0688,3
Case 3428,Closed,15 days 00:00:18,15.0002,-0.0,38.9248,4
Case 3898,Assign seriousness,0 days 00:00:00,0.0,36.001,-0.0,1
Case 3898,Take in charge ticket,0 days 00:00:07,0.0001,36.0009,35.8748,2
Case 3898,Resolve ticket,0 days 03:01:34,0.1261,35.8748,36.0009,3
Case 3898,Closed,35 days 20:59:45,35.8748,-0.0,36.001,4
Case 755,Assign seriousness,0 days 00:00:00,0.0,36.0052,0.0,1
Case 755,Take in charge ticket,2 days 19:08:24,2.7975,33.2077,32.037,2
Case 755,Resolve ticket,1 days 04:05:51,1.1707,32.037,33.2077,3
Case 755,Closed,32 days 00:53:17,32.037,0.0,36.0052,4
Case 876,Assign seriousness,0 days 00:00:00,0.0,35.9737,0.0,1
Case 876,Take in charge ticket,0 days 00:09:15,0.0064,35.9673,15.0001,2
Case 876,Wait,2 days 07:04:31,2.2948,33.6725,33.6725,3
Case 876,Resolve ticket,18 days 16:08:18,18.6724,15.0001,35.9673,4
Case 876,Closed,15 days 00:00:12,15.0001,0.0,35.9737,5
Case 2908,Assign seriousness,0 days 00:00:00,0.0,34.0058,0.0,1
Case 2908,Take in charge ticket,0 days 00:00:09,0.0001,34.0057,32.985,2
Case 2908,Resolve ticket,1 days 00:29:52,1.0207,32.985,34.0057,3
Case 2908,Closed,32 days 23:38:26,32.985,0.0,34.0058,4
Case 3511,Assign seriousness,0 days 00:00:00,0.0,32.0655,0.0,1
Case 3511,Take in charge ticket,0 days 00:00:21,0.0002,32.0653,30.0003,2
Case 3511,Resolve ticket,2 days 01:33:34,2.065,30.0003,32.0653,3
Case 3511,Closed,30 days 00:00:24,30.0003,0.0,32.0655,4
Case 4032,Assign seriousness,0 days 00:00:00,0.0,33.0535,0.0,1
Case 4032,Wait,0 days 19:55:39,0.8303,32.2232,30.0003,2
Case 4032,Resolve ticket,2 days 05:21:01,2.2229,30.0003,32.2232,3
Case 4032,Closed,30 days 00:00:29,30.0003,0.0,33.0535,4
Case 3086,Assign seriousness,0 days 00:00:00,0.0,32.0053,0.0,1
Case 3086,Take in charge ticket,0 days 00:00:15,0.0002,32.0051,32.0041,2
Case 3086,Resolve ticket,0 days 00:01:27,0.001,32.0041,32.0051,3
Case 3086,Closed,32 days 00:05:53,32.0041,0.0,32.0053,4
Case 1815,Assign seriousness,0 days 00:00:00,0.0,32.004,0.0,1
Case 1815,Take in charge ticket,0 days 23:06:23,0.9628,31.0412,30.0391,2
Case 1815,Resolve ticket,1 days 00:03:04,1.0021,30.0391,31.0412,3
Case 1815,Closed,30 days 00:56:14,30.0391,0.0,32.004,4
Case 3943,Assign seriousness,0 days 00:00:00,0.0,36.0073,-0.0,1
Case 3943,Take in charge ticket,0 days 06:00:39,0.2505,35.7568,34.0106,2
Case 3943,Resolve ticket,1 days 17:54:36,1.7462,34.0106,35.7568,3
Case 3943,Closed,34 days 00:15:17,34.0106,-0.0,36.0073,4
Case 2296,Assign seriousness,0 days 00:00:00,0.0,36.0016,-0.0,1
Case 2296,Take in charge ticket,0 days 00:00:07,0.0001,36.0015,35.9886,2
Case 2296,Resolve ticket,0 days 00:18:31,0.0129,35.9886,36.0015,3
Case 2296,Closed,35 days 23:43:37,35.9886,-0.0,36.0016,4
Case 1075,Assign seriousness,0 days 00:00:00,0.0,43.9532,-0.0,1
Case 1075,Take in charge ticket,15 days 21:03:48,15.8776,28.0756,15.0002,2
Case 1075,Resolve ticket,13 days 01:48:37,13.0754,15.0002,28.0756,3
Case 1075,Closed,15 days 00:00:16,15.0002,-0.0,43.9532,4
Case 3083,Assign seriousness,0 days 00:00:00,0.0,36.1875,0.0,1
Case 3083,Take in charge ticket,2 days 04:22:55,2.1826,34.0049,15.0001,2
Case 3083,Wait,7 days 23:16:42,7.9699,26.035,26.035,3
Case 3083,Resolve ticket,11 days 00:50:15,11.0349,15.0001,34.0049,4
Case 3083,Closed,15 days 00:00:11,15.0001,0.0,36.1875,5
Case 1327,Assign seriousness,0 days 00:00:00,0.0,52.0998,0.0,1
Case 1327,Wait,29 days 00:08:31,29.0059,23.0939,15.0002,2
Case 1327,Resolve ticket,8 days 02:14:57,8.0937,15.0002,23.0939,3
Case 1327,Closed,15 days 00:00:18,15.0002,0.0,52.0998,4
Case 4394,Assign seriousness,0 days 00:00:00,0.0,36.0044,0.0,1
Case 4394,Take in charge ticket,0 days 00:00:08,0.0001,36.0043,30.0146,2
Case 4394,Resolve ticket,5 days 23:45:11,5.9897,30.0146,36.0043,3
Case 4394,Closed,30 days 00:21:03,30.0146,0.0,36.0044,4
Case 483,Assign seriousness,0 days 00:00:00,0.0,31.2526,-0.0,1
Case 483,Take in charge ticket,0 days 00:34:26,0.0239,31.2287,30.0004,2
Case 483,Resolve ticket,1 days 05:28:49,1.2283,30.0004,31.2287,3
Case 483,Closed,30 days 00:00:31,30.0004,-0.0,31.2526,4
Case 1356,Assign seriousness,0 days 00:00:00,0.0,36.0006,0.0,1
Case 1356,Take in charge ticket,0 days 00:31:23,0.0218,35.9788,33.7275,2
Case 1356,Resolve ticket,2 days 06:01:50,2.2513,33.7275,35.9788,3
Case 1356,Closed,33 days 17:27:36,33.7275,0.0,36.0006,4
Case 2256,Assign seriousness,0 days 00:00:00,0.0,38.0043,0.0,1
Case 2256,Resolve ticket,0 days 00:00:21,0.0002,38.0041,38.0041,2
Case 2256,Closed,38 days 00:05:50,38.0041,0.0,38.0043,3
Case 3180,Assign seriousness,0 days 00:00:00,0.0,32.005,-0.0,1
Case 3180,Take in charge ticket,1 days 02:21:55,1.0986,30.9064,30.8451,2
Case 3180,Resolve ticket,0 days 01:28:15,0.0613,30.8451,30.9064,3
Case 3180,Closed,30 days 20:16:57,30.8451,-0.0,32.005,4
Case 4419,Assign seriousness,0 days 00:00:00,0.0,33.9889,0.0,1
Case 4419,Wait,5 days 01:59:25,5.0829,28.906,15.0002,2
Case 4419,Resolve ticket,13 days 21:44:19,13.9058,15.0002,28.906,3
Case 4419,Closed,15 days 00:00:17,15.0002,0.0,33.9889,4
Case 2609,Assign seriousness,0 days 00:00:00,0.0,33.845,0.0,1
Case 2609,Take in charge ticket,7 days 17:14:29,7.7184,26.1266,15.0001,2
Case 2609,Wait,0 days 02:00:32,0.0837,26.0429,26.0429,3
Case 2609,Resolve ticket,11 days 01:01:41,11.0428,15.0001,26.1266,4
Case 2609,Closed,15 days 00:00:10,15.0001,0.0,33.845,5
Case 2367,Assign seriousness,0 days 00:00:00,0.0,54.7092,0.0,1
Case 2367,Take in charge ticket,22 days 18:27:31,22.7691,31.9401,15.0002,2
Case 2367,Resolve ticket,16 days 22:33:27,16.9399,15.0002,31.9401,3
Case 2367,Closed,15 days 00:00:16,15.0002,0.0,54.7092,4
Case 4282,Assign seriousness,0 days 00:00:00,0.0,30.7943,0.0,1
Case 4282,Take in charge ticket,0 days 16:23:23,0.6829,30.1114,30.1112,2
Case 4282,Resolve ticket,0 days 00:00:18,0.0002,30.1112,30.1114,3
Case 4282,Closed,30 days 02:40:10,30.1112,0.0,30.7943,4
Case 3260,Assign seriousness,0 days 00:00:00,0.0,30.7976,0.0,1
Case 3260,Take in charge ticket,0 days 17:35:32,0.733,30.0646,30.0449,2
Case 3260,Resolve ticket,0 days 00:28:22,0.0197,30.0449,30.0646,3
Case 3260,Closed,30 days 01:04:38,30.0449,0.0,30.7976,4
Case 2220,Assign seriousness,0 days 00:00:00,0.0,37.0028,-0.0,1
Case 2220,Take in charge ticket,0 days 05:08:34,0.2143,36.7885,36.6906,2
Case 2220,Resolve ticket,0 days 02:20:59,0.0979,36.6906,36.7885,3
Case 2220,Closed,36 days 16:34:28,36.6906,-0.0,37.0028,4
Case 3638,Assign seriousness,0 days 00:00:00,0.0,34.0031,0.0,1
Case 3638,Take in charge ticket,0 days 01:04:58,0.0451,33.958,33.125,2
Case 3638,Resolve ticket,0 days 19:59:31,0.833,33.125,33.958,3
Case 3638,Closed,33 days 02:59:56,33.125,0.0,34.0031,4
Case 40,Assign seriousness,0 days 00:00:00,0.0,34.0051,0.0,1
Case 40,Take in charge ticket,0 days 00:00:26,0.0003,34.0048,33.9822,2
Case 40,Resolve ticket,0 days 00:32:31,0.0226,33.9822,34.0048,3
Case 40,Closed,33 days 23:34:25,33.9822,0.0,34.0051,4
Case 1290,Assign seriousness,0 days 00:00:00,0.0,34.0014,-0.0,1
Case 1290,Take in charge ticket,0 days 00:00:12,0.0001,34.0013,33.9989,2
Case 1290,Resolve ticket,0 days 00:03:31,0.0024,33.9989,34.0013,3
Case 1290,Closed,33 days 23:58:26,33.9989,-0.0,34.0014,4
Case 1500,Assign seriousness,0 days 00:00:00,0.0,47.0133,0.0,1
Case 1500,Resolve ticket,32 days 00:18:53,32.0131,15.0002,15.0002,2
Case 1500,Closed,15 days 00:00:17,15.0002,0.0,47.0133,3
Case 4054,Assign seriousness,0 days 00:00:00,0.0,33.9988,0.0,1
Case 4054,Take in charge ticket,0 days 18:32:24,0.7725,33.2263,33.1293,2
Case 4054,Resolve ticket,0 days 02:19:41,0.097,33.1293,33.2263,3
Case 4054,Closed,33 days 03:06:10,33.1293,0.0,33.9988,4
Case 1185,Assign seriousness,0 days 00:00:00,0.0,35.3824,0.0,1
Case 1185,Take in charge ticket,0 days 00:43:55,0.0305,35.3519,35.3457,2
Case 1185,Resolve ticket,0 days 00:08:57,0.0062,35.3457,35.3519,3
Case 1185,Closed,35 days 08:17:46,35.3457,0.0,35.3824,4
Case 247,Insert ticket,0 days 00:00:00,0.0,33.3756,-0.0,1
Case 247,Take in charge ticket,0 days 00:03:10,0.0022,33.3734,33.3622,2
Case 247,Resolve ticket,0 days 00:16:11,0.0112,33.3622,33.3734,3
Case 247,Closed,33 days 08:41:37,33.3622,-0.0,33.3756,4
Case 1968,Assign seriousness,0 days 00:00:00,0.0,34.0058,0.0,1
Case 1968,Take in charge ticket,0 days 00:00:39,0.0005,34.0053,33.9824,2
Case 1968,Resolve ticket,0 days 00:32:58,0.0229,33.9824,34.0053,3
Case 1968,Closed,33 days 23:34:37,33.9824,0.0,34.0058,4
Case 2854,Assign seriousness,0 days 00:00:00,0.0,35.0017,0.0,1
Case 2854,Take in charge ticket,0 days 00:32:12,0.0224,34.9793,34.9321,2
Case 2854,Resolve ticket,0 days 01:07:57,0.0472,34.9321,34.9793,3
Case 2854,Closed,34 days 22:22:10,34.9321,0.0,35.0017,4
Case 3249,Assign seriousness,0 days 00:00:00,0.0,49.1386,0.0,1
Case 3249,Take in charge ticket,2 days 22:54:24,2.9544,46.1842,15.0002,2
Case 3249,Require upgrade,6 days 23:54:44,6.9963,39.1879,22.2355,3
Case 3249,Take in charge ticket,16 days 22:51:29,16.9524,22.2355,39.1879,4
Case 3249,Resolve ticket,7 days 05:38:52,7.2353,15.0002,46.1842,5
Case 3249,Closed,15 days 00:00:20,15.0002,0.0,49.1386,6
Case 3654,Assign seriousness,0 days 00:00:00,0.0,34.0009,0.0,1
Case 3654,Take in charge ticket,0 days 05:42:24,0.2378,33.7631,31.0542,2
Case 3654,Resolve ticket,2 days 17:00:47,2.7089,31.0542,33.7631,3
Case 3654,Closed,31 days 01:18:07,31.0542,0.0,34.0009,4
Case 1330,Assign seriousness,0 days 00:00:00,0.0,32.8284,0.0,1
Case 1330,Resolve ticket,2 days 19:52:29,2.8281,30.0003,30.0003,2
Case 1330,Closed,30 days 00:00:23,30.0003,0.0,32.8284,3
Case 4162,Assign seriousness,0 days 00:00:00,0.0,31.0065,0.0,1
Case 4162,Take in charge ticket,0 days 00:00:27,0.0003,31.0062,30.932,2
Case 4162,Resolve ticket,0 days 01:46:52,0.0742,30.932,31.0062,3
Case 4162,Closed,30 days 22:22:07,30.932,0.0,31.0065,4
Case 2455,Assign seriousness,0 days 00:00:00,0.0,54.0069,0.0,1
Case 2455,Take in charge ticket,0 days 00:00:34,0.0004,54.0065,15.0002,2
Case 2455,Wait,38 days 20:51:15,38.8689,15.1376,15.1376,3
Case 2455,Resolve ticket,0 days 03:17:50,0.1374,15.0002,54.0065,4
Case 2455,Closed,15 days 00:00:14,15.0002,0.0,54.0069,5
Case 3240,Assign seriousness,0 days 00:00:00,0.0,32.7193,-0.0,1
Case 3240,Take in charge ticket,0 days 22:10:03,0.9236,31.7957,30.0003,2
Case 3240,Resolve ticket,1 days 19:05:19,1.7954,30.0003,31.7957,3
Case 3240,Closed,30 days 00:00:29,30.0003,-0.0,32.7193,4
Case 4396,Assign seriousness,0 days 00:00:00,0.0,32.0036,-0.0,1
Case 4396,Take in charge ticket,0 days 00:16:41,0.0116,31.992,31.9875,2
Case 4396,Resolve ticket,0 days 00:06:32,0.0045,31.9875,31.992,3
Case 4396,Closed,31 days 23:41:58,31.9875,-0.0,32.0036,4
Case 2431,Assign seriousness,0 days 00:00:00,0.0,31.7972,0.0,1
Case 2431,Take in charge ticket,0 days 00:00:33,0.0004,31.7968,30.0003,2
Case 2431,Resolve ticket,1 days 19:06:58,1.7965,30.0003,31.7968,3
Case 2431,Closed,30 days 00:00:26,30.0003,0.0,31.7972,4
Case 2607,Assign seriousness,0 days 00:00:00,0.0,51.9596,-0.0,1
